,hour,day_of_year,month,ghi_w_per_m2,temp_celsius,humidity_percent,wind_speed_ms
2024-01-02 04:00:00,4,2,1,0.0,-6.804648673610223,71.24774073215733,3.3033842481606412
2024-01-02 05:00:00,5,2,1,0.0,-5.620872957597332,72.69869397161726,3.756882583878959
2024-01-02 06:00:00,6,2,1,1.6372151787311398e-17,-4.07892315512668,71.69984275842239,3.9489948359891156
2024-01-02 07:00:00,7,2,1,91.00194696919745,-1.956641117452913,70.09044885993627,4.7868741371838
2024-01-02 08:00:00,8,2,1,200.57070858385268,-0.02486715945544793,67.526314559047,5.226794492619724
2024-01-02 09:00:00,9,2,1,308.89926876128885,2.1337984942983454,64.1892693466523,4.266931381728602
2024-01-02 10:00:00,10,2,1,222.2205213688531,4.111390434790265,60.331986731818674,4.531770133891846
2024-01-02 11:00:00,11,2,1,397.51554451011924,5.452005001089746,56.27585772953986,4.183441207937272
2024-01-02 12:00:00,12,2,1,316.55188283106173,6.936388097481246,51.06769732172856,4.644529861256205
2024-01-02 13:00:00,13,2,1,448.3739589762926,7.645033339873943,47.65635288458168,4.596009708020046
2024-01-02 14:00:00,14,2,1,389.8626156812621,7.889316486127121,43.98017715535442,3.474511508143633
2024-01-02 15:00:00,15,2,1,307.66869802691554,7.949730077908646,39.979892002458406,5.086653256678173
2024-01-02 16:00:00,16,2,1,201.34901448096284,7.053411273716152,38.209638885305125,4.729727071129897
2024-01-02 17:00:00,17,2,1,92.40944503256046,5.675732832001333,38.08417376534609,4.506798860321254
2024-01-02 18:00:00,18,2,1,1.6224685425290188e-17,4.200736259136251,38.38120558871255,4.97068591437345
2024-01-02 19:00:00,19,2,1,0.0,1.8570455033993416,39.52441330535619,3.575475812287599
2024-01-02 20:00:00,20,2,1,0.0,-0.10554935248120628,41.82060504182977,5.102206458128006
2024-01-02 21:00:00,21,2,1,0.0,-1.9763302944605121,45.593546106861154,5.104538816073178
2024-01-02 22:00:00,22,2,1,0.0,-3.966368278274229,49.74409207119577,4.574193109893195
2024-01-02 23:00:00,23,2,1,0.0,-5.897468360626174,53.59634653893191,4.452729693665236
2024-01-03 00:00:00,0,3,1,0.0,-6.9490355921158615,58.31064829598296,4.9865808031987084
2024-01-03 01:00:00,1,3,1,0.0,-7.962392570679036,62.72847622484364,5.17203727228441
2024-01-03 02:00:00,2,3,1,0.0,-7.833615150501033,66.43714724620769,4.078997473555217
2024-01-03 03:00:00,3,3,1,0.0,-7.505661721642754,69.38373612227167,4.985054312422645
2024-01-03 04:00:00,4,3,1,0.0,-6.991505422918776,71.1775292496579,5.117369013845091
2024-01-03 05:00:00,5,3,1,0.0,-5.8402175193674735,72.9060347792528,4.740169956261688
2024-01-03 06:00:00,6,3,1,1.6131380419859754e-17,-3.881283021291944,71.85962482356854,3.6965374424424735
2024-01-03 07:00:00,7,3,1,92.24588252005998,-2.0285484379526606,70.10313087667748,3.7815301613808643
2024-01-03 08:00:00,8,3,1,200.49228743101258,-0.22279384164937116,67.98486340771842,3.7368965405397065
2024-01-03 09:00:00,9,3,1,307.9617396655827,2.0201533553833673,64.83021557580336,4.188199784507909
2024-01-03 10:00:00,10,3,1,392.41873961029074,4.138443131298599,59.959838550668366,4.832520217014948
2024-01-03 11:00:00,11,3,1,349.6093837391091,5.634298614619937,55.609871893603,4.086664533907119
2024-01-03 12:00:00,12,3,1,79.73194891096477,6.893872587334514,51.980616739880915,4.634179005970129
2024-01-03 13:00:00,13,3,1,442.68484022833263,7.638361423899705,47.26210468549451,3.677093118412966
2024-01-03 14:00:00,14,3,1,391.85139692015883,8.00396660549851,43.657054114283355,4.132244532107976
2024-01-03 15:00:00,15,3,1,151.22072776577758,7.8218195713453555,40.79059451107747,3.6110493035757494
2024-01-03 16:00:00,16,3,1,203.66250565288232,6.728981019784739,38.14727292431526,3.704609521348443
2024-01-03 17:00:00,17,3,1,91.8109235351427,5.610710044627943,37.69750494783543,4.625378336686995
2024-01-03 18:00:00,18,3,1,1.620456541413287e-17,3.9432761301575443,38.47778387934624,3.786340602611212
2024-01-03 19:00:00,19,3,1,0.0,1.8671332263946652,39.802225739670895,4.955366056881256
2024-01-03 20:00:00,20,3,1,0.0,-0.21739441744181087,42.31185867288335,3.801392543618121
2024-01-03 21:00:00,21,3,1,0.0,-1.970369296115672,45.14080028533965,3.6218571689592833
2024-01-03 22:00:00,22,3,1,0.0,-3.932606638549686,49.76031655227152,4.619363793132877
2024-01-03 23:00:00,23,3,1,0.0,-5.709883492104805,54.423234359532366,4.202354316641493
2024-01-04 00:00:00,0,4,1,0.0,-6.819071478929553,58.09141115542645,4.169553777099588
2024-01-04 01:00:00,1,4,1,0.0,-7.503859432420008,62.818047137243155,4.501860706780406
2024-01-04 02:00:00,2,4,1,0.0,-8.04552419665227,66.72538799862691,4.9222975856278035
2024-01-04 03:00:00,3,4,1,0.0,-7.609052699225154,69.09204395212583,3.920928265901158
2024-01-04 04:00:00,4,4,1,0.0,-6.871107800601861,71.35534435612627,3.1782174994639947
2024-01-04 05:00:00,5,4,1,0.0,-5.732127723677479,72.20133450833157,4.54881352368359
2024-01-04 06:00:00,6,4,1,1.6371720129308015e-17,-4.038866335495541,71.96965836512487,3.5675530736522805
2024-01-04 07:00:00,7,4,1,91.42912720627034,-1.9429453026787908,70.67144850392972,4.863761072973844
2024-01-04 08:00:00,8,4,1,175.48901395814892,-0.1127331728439343,67.6857715281007,3.226832856270956
2024-01-04 09:00:00,9,4,1,304.05648001997713,2.0768196137518933,64.66853890582604,3.2994371347594997
2024-01-04 10:00:00,10,4,1,191.4284498937656,4.1001999607423345,60.38788226707256,3.9916712392432747
2024-01-04 11:00:00,11,4,1,335.75904952971496,5.705474262506176,56.39421684112531,4.744664556968181
2024-01-04 12:00:00,12,4,1,468.5031845851123,6.812706808996328,51.697722943372376,3.587825136181958
2024-01-04 13:00:00,13,4,1,199.9862764716551,7.496649131524482,46.96466206863733,3.1972098988467064
2024-01-04 14:00:00,14,4,1,394.7084465061942,8.036309511844838,43.41955596598966,4.319387478701257
2024-01-04 15:00:00,15,4,1,307.8988054664831,7.948769401967626,40.66980726132261,4.614837598818704
2024-01-04 16:00:00,16,4,1,203.09841906222715,6.75628565245165,39.02318241927472,3.945840937982388
2024-01-04 17:00:00,17,4,1,91.58506615642838,5.476035031263671,37.75824222375983,4.327370294066848
2024-01-04 18:00:00,18,4,1,1.6368800756454005e-17,3.9704082146208335,38.478441955593915,4.304941344594323
2024-01-04 19:00:00,19,4,1,0.0,1.9637130118316772,39.26633656274725,3.5066763535382464
2024-01-04 20:00:00,20,4,1,0.0,-0.198289602893772,41.62673828681816,5.181143209060531
2024-01-04 21:00:00,21,4,1,0.0,-1.9966608656277254,45.49753216363672,4.471592879681187
2024-01-04 22:00:00,22,4,1,0.0,-4.239091689114049,49.6264915243678,3.499745509914573
2024-01-04 23:00:00,23,4,1,0.0,-5.620926486788823,53.757115362904585,3.793374673619202
2024-01-05 00:00:00,0,5,1,0.0,-6.835835155602779,58.35460843047719,3.478040217403453
2024-01-05 01:00:00,1,5,1,0.0,-7.805064543205372,63.25703776808154,4.6761186883593915
2024-01-05 02:00:00,2,5,1,0.0,-7.766327465514797,66.0393967935132,3.517746324924822
2024-01-05 03:00:00,3,5,1,0.0,-7.926115990937071,69.16532287143419,4.648772499232922
2024-01-05 04:00:00,4,5,1,0.0,-6.933115058998026,71.37887829442111,4.4038756997722555
2024-01-05 05:00:00,5,5,1,0.0,-5.885040999197404,72.22212560004627,3.2300985501039854
2024-01-05 06:00:00,6,5,1,1.6413111727069865e-17,-4.05909899507321,71.79418248333867,4.487246554912373
2024-01-05 07:00:00,7,5,1,92.06456595621104,-1.8357076933192609,70.55886284615399,3.912252636934594
2024-01-05 08:00:00,8,5,1,200.3581185444617,-0.06854611853093706,67.95093506771023,5.079208159623519
2024-01-05 09:00:00,9,5,1,304.2140832648483,1.9704922748215465,64.24012988962848,4.285283489696553
2024-01-05 10:00:00,10,5,1,391.8719572115999,4.021516489529147,60.71664826851639,3.299994303465462
2024-01-05 11:00:00,11,5,1,443.77025152859454,5.570812168179359,56.46509844422877,3.729376430672635
2024-01-05 12:00:00,12,5,1,233.5213788883569,7.013330410770691,51.986457706445435,3.785390445505679
2024-01-05 13:00:00,13,5,1,450.225276155079,7.6477052915740655,46.9596648363007,4.702569689216644
2024-01-05 14:00:00,14,5,1,223.18676542228383,7.959250459832946,43.297987454978816,4.191589644781444
2024-01-05 15:00:00,15,5,1,47.43860888915133,7.8690304686041825,40.28133310211596,5.238701211360228
2024-01-05 16:00:00,16,5,1,204.25448516350747,6.870183985891376,38.25481755594315,4.359432673783221
2024-01-05 17:00:00,17,5,1,92.61898737501429,5.70033475463953,37.52383392489179,3.653331545616293
2024-01-05 18:00:00,18,5,1,5.44270752104911e-18,3.846398025525068,38.39281348305504,4.001186334027088
2024-01-05 19:00:00,19,5,1,0.0,2.255261926061048,39.259842027598474,3.6107281179023563
2024-01-05 20:00:00,20,5,1,0.0,-0.012757602230299037,41.57993224658083,4.615241147636374
2024-01-05 21:00:00,21,5,1,0.0,-2.1735540893488015,45.89962726624069,4.61964259891798
2024-01-05 22:00:00,22,5,1,0.0,-3.956853968050926,49.83818256544376,4.170730634274138
2024-01-05 23:00:00,23,5,1,0.0,-5.60968877026574,54.372017228855434,4.633752972593066
2024-01-06 00:00:00,0,6,1,0.0,-6.717648934886211,57.956095257413445,4.486257825748762
2024-01-06 01:00:00,1,6,1,0.0,-7.577361696832612,62.70107051017207,4.281280992969854
2024-01-06 02:00:00,2,6,1,0.0,-8.203440020021484,66.35416351888115,4.221617566524039
2024-01-06 03:00:00,3,6,1,0.0,-7.823032094863629,69.3260395099727,5.109623191852896
2024-01-06 04:00:00,4,6,1,0.0,-7.07442518218698,71.05479632864667,4.912827236419672
2024-01-06 05:00:00,5,6,1,0.0,-5.473009153599447,72.26219125998266,3.5271019632819196
2024-01-06 06:00:00,6,6,1,1.6295345167564602e-17,-3.9692262444255686,71.80317014371688,4.513015785064291
2024-01-06 07:00:00,7,6,1,43.32787535658447,-2.061909583655469,70.03860370427768,3.5840829817171693
2024-01-06 08:00:00,8,6,1,135.93939481457744,0.20858901486200038,67.95513357118107,3.73387278521662
2024-01-06 09:00:00,9,6,1,217.46340231414527,1.853541813829241,64.3497608118785,4.164872701311001
2024-01-06 10:00:00,10,6,1,56.00015730421793,4.2370797237117825,60.282156218428604,4.1778896275022674
2024-01-06 11:00:00,11,6,1,442.4696059982082,5.515780877011046,56.40708495454039,3.8891203252412954
2024-01-06 12:00:00,12,6,1,467.5277661497209,7.115746125390801,51.68575335625953,3.965681895195219
2024-01-06 13:00:00,13,6,1,443.39343627215726,7.470136599173978,47.605815692057,4.914748479616355
2024-01-06 14:00:00,14,6,1,392.86906128553807,8.051384019001647,43.11339584152194,3.825381261441735
2024-01-06 15:00:00,15,6,1,36.45923069676076,7.63259738386422,40.68066490770808,4.86602803077723
2024-01-06 16:00:00,16,6,1,203.80568379397138,6.756885939221867,38.76558362297831,4.707249147492124
2024-01-06 17:00:00,17,6,1,92.40212068209543,5.815171257310524,37.75005701079565,4.900385723018409
2024-01-06 18:00:00,18,6,1,5.3267130884953556e-18,3.794382908921899,38.28361774258649,4.408271987792155
2024-01-06 19:00:00,19,6,1,0.0,2.1846932975892366,38.9790949291358,4.878359894516088
2024-01-06 20:00:00,20,6,1,0.0,0.20701150198591683,41.767605430478625,4.7827542008655985
2024-01-06 21:00:00,21,6,1,0.0,-1.9489306970810165,45.62834054395971,3.3645564883900545
2024-01-06 22:00:00,22,6,1,0.0,-3.897855323747895,49.39579217735539,4.381783320561359
2024-01-06 23:00:00,23,6,1,0.0,-5.4281761598140195,53.706428809467326,3.317081570289053
2024-01-07 00:00:00,0,7,1,0.0,-6.796663953000638,58.49541039891623,3.796524199542942
2024-01-07 01:00:00,1,7,1,0.0,-7.504962839697635,63.11270271144121,4.1539457908167625
2024-01-07 02:00:00,2,7,1,0.0,-7.766698300251302,66.6162612636454,4.955082156555544
2024-01-07 03:00:00,3,7,1,0.0,-7.6124738174807165,69.07888073767356,3.8029363702283177
2024-01-07 04:00:00,4,7,1,0.0,-6.861710303212841,71.3638878729369,3.561073808606355
2024-01-07 05:00:00,5,7,1,0.0,-5.636763262667369,72.56339221553559,5.160093993528267
2024-01-07 06:00:00,6,7,1,4.807164278543284e-18,-4.110970135544365,72.36119114525052,4.31638032094274
2024-01-07 07:00:00,7,7,1,91.1234507808545,-1.8672470458971688,69.9663374156266,4.702980106531938
2024-01-07 08:00:00,8,7,1,202.1152089300772,-0.18261981186610837,67.76592131170496,5.185554320453268
2024-01-07 09:00:00,9,7,1,39.847274532333124,2.108586801274306,64.15885558184017,3.3963440073921096
2024-01-07 10:00:00,10,7,1,389.10030642684086,3.815841284251343,60.46897157289407,4.2281814417791015
2024-01-07 11:00:00,11,7,1,444.01969294840956,5.844329479866753,56.03903667235095,4.329453497455797
2024-01-07 12:00:00,12,7,1,460.7094476881141,6.994610514086237,51.15261988929192,3.7560663913110446
2024-01-07 13:00:00,13,7,1,444.52126010778477,7.506415709757126,47.73662514109433,3.835248500515665
2024-01-07 14:00:00,14,7,1,393.6164689964395,7.820572502084521,43.33842312070439,3.964588091135414
2024-01-07 15:00:00,15,7,1,306.8883728947564,7.727038085774271,40.34795311021029,3.936476912332588
2024-01-07 16:00:00,16,7,1,202.9268087076948,6.702298303237689,38.75129867399912,4.176182075279527
2024-01-07 17:00:00,17,7,1,92.52340792087678,5.401552802372509,37.3588381230266,4.808654243768243
2024-01-07 18:00:00,18,7,1,1.6191084861713805e-17,3.9643177538464425,38.41215942025356,3.742457207616381
2024-01-07 19:00:00,19,7,1,0.0,1.889023029764327,39.992121468822226,3.437626483222555
2024-01-07 20:00:00,20,7,1,0.0,-0.23100335089899565,42.00919715869706,4.380199531418792
2024-01-07 21:00:00,21,7,1,0.0,-2.176102257477121,45.20899982249482,3.688365059183384
2024-01-07 22:00:00,22,7,1,0.0,-3.8859682238389177,49.718930303042704,3.7202176186320335
2024-01-07 23:00:00,23,7,1,0.0,-5.623099993671037,53.57367607091265,3.2957315934342066
2024-01-08 00:00:00,0,8,1,0.0,-7.035950564232698,58.263378324689285,4.483374207783684
2024-01-08 01:00:00,1,8,1,0.0,-7.925891721499119,62.89390862299904,4.388764004655715
2024-01-08 02:00:00,2,8,1,0.0,-8.226147938879281,66.62373563165394,5.128512324222737
2024-01-08 03:00:00,3,8,1,0.0,-7.7208494144852065,69.81361521176868,4.8888762761131375
2024-01-08 04:00:00,4,8,1,0.0,-7.015278966008232,71.14431139223676,4.990439871206629
2024-01-08 05:00:00,5,8,1,0.0,-5.907692447117905,72.54485275019572,3.614159606448542
2024-01-08 06:00:00,6,8,1,1.6136662709307067e-17,-3.8684810190603773,71.89294047217794,4.16011678944322
2024-01-08 07:00:00,7,8,1,92.18016701034044,-2.2898676314265316,70.43114845115367,3.956334236299341
2024-01-08 08:00:00,8,8,1,48.28076305456716,0.18864731863792322,67.79136737502338,3.373012409341894
2024-01-08 09:00:00,9,8,1,305.4721669759248,2.0766921807470964,64.56752293126141,4.582912412347775
2024-01-08 10:00:00,10,8,1,298.22132932878515,3.8869812049732118,60.437358443670256,3.4743678123901303
2024-01-08 11:00:00,11,8,1,443.91974693767844,5.5052455453676865,56.54516521455802,4.492592997496674
2024-01-08 12:00:00,12,8,1,211.43959565963186,7.1073913581793065,51.22965612070395,4.013166757732957
2024-01-08 13:00:00,13,8,1,74.82802949906822,7.5485846690421905,47.00027346737812,3.5027736164556313
2024-01-08 14:00:00,14,8,1,393.00611554906595,8.230035963298006,43.773770766078975,4.8753984137458435
2024-01-08 15:00:00,15,8,1,142.57357409014747,7.801678362218956,40.59693281347214,4.197881765134106
2024-01-08 16:00:00,16,8,1,202.07081443061813,6.912389950908304,38.488629514008444,3.376697179676929
2024-01-08 17:00:00,17,8,1,92.59702102252501,5.393547137034691,37.56714880556853,3.957079860332821
2024-01-08 18:00:00,18,8,1,1.6235376331749305e-17,3.794344700033822,38.47673105679373,3.4713726568350802
2024-01-08 19:00:00,19,8,1,0.0,1.829532655483522,39.504791517647696,5.241874983038532
2024-01-08 20:00:00,20,8,1,0.0,-0.032340906521845125,42.47933078144392,4.816223020208435
2024-01-08 21:00:00,21,8,1,0.0,-2.1573758080139607,45.30718224246899,5.095203651083705
2024-01-08 22:00:00,22,8,1,0.0,-3.847563930894848,49.60137224064907,4.800302702976125
2024-01-08 23:00:00,23,8,1,0.0,-5.71821580677078,53.686916871646076,3.8423255172321777
2024-01-09 00:00:00,0,9,1,0.0,-6.762792351136456,57.93835091330698,4.697167867807086
2024-01-09 01:00:00,1,9,1,0.0,-7.935972832730013,63.21497780355974,5.011621939774859
2024-01-09 02:00:00,2,9,1,0.0,-8.171145036705768,66.35378803787432,4.722836389042125
2024-01-09 03:00:00,3,9,1,0.0,-7.792933352921901,69.60529696887983,3.8552250821146834
2024-01-09 04:00:00,4,9,1,0.0,-6.997815040756993,71.71811370861249,4.867224316672594
2024-01-09 05:00:00,5,9,1,0.0,-5.4802111406878575,71.83844916131748,4.773076431516283
2024-01-09 06:00:00,6,9,1,3.698659590287619e-18,-4.074784386103513,71.7983691290508,3.991711927177714
2024-01-09 07:00:00,7,9,1,91.35374200665508,-2.2340640545620962,70.36572440501169,4.485739527687293
2024-01-09 08:00:00,8,9,1,203.23503694633467,0.2147858416502446,67.3846922078733,5.121695951238162
2024-01-09 09:00:00,9,9,1,118.89305082070702,1.9171853078820416,65.00235441891552,4.939155664989319
2024-01-09 10:00:00,10,9,1,202.98327682214867,4.22387119150188,60.658052672010875,4.754351067909281
2024-01-09 11:00:00,11,9,1,448.74303942844745,5.4641848400113116,55.86251814623787,4.544090911997848
2024-01-09 12:00:00,12,9,1,464.8950578307376,6.678682313137996,51.22847699221677,4.581154954387831
2024-01-09 13:00:00,13,9,1,265.88209748174137,7.496817876289742,46.89557529131373,3.7899432472572827
2024-01-09 14:00:00,14,9,1,203.12371934792807,8.088658127968475,43.21168198211639,4.566296560008083
2024-01-09 15:00:00,15,9,1,308.11896037236755,7.639110467140966,40.10282585705939,4.929219356849714
2024-01-09 16:00:00,16,9,1,63.14198944424621,6.91211824422395,38.53809876807712,3.840941856354927
2024-01-09 17:00:00,17,9,1,71.7415855496117,5.522263764290281,37.586198272848435,3.814410124835126
2024-01-09 18:00:00,18,9,1,1.6264276609393737e-17,3.8584992892535848,38.527834470021226,5.255134416027154
2024-01-09 19:00:00,19,9,1,0.0,1.8631924095075671,39.90263570602503,4.357598760393081
2024-01-09 20:00:00,20,9,1,0.0,-0.14207716403404652,41.67538420113867,4.203342459291972
2024-01-09 21:00:00,21,9,1,0.0,-2.0570079071510774,45.77069491929936,4.167214409840376
2024-01-09 22:00:00,22,9,1,0.0,-4.009537009403623,49.54305101962761,4.1803793592728375
2024-01-09 23:00:00,23,9,1,0.0,-5.745790911167755,53.608721049361,4.558963691229605
2024-01-10 00:00:00,0,10,1,0.0,-6.833032798868804,58.85185637669268,3.618637556721674
2024-01-10 01:00:00,1,10,1,0.0,-7.690879359699638,63.15472964130995,3.555403267275023
2024-01-10 02:00:00,2,10,1,0.0,-7.903275310754924,66.33366127850029,4.887970652516846
2024-01-10 03:00:00,3,10,1,0.0,-7.68023821943548,69.03603012527194,3.962978822894904
2024-01-10 04:00:00,4,10,1,0.0,-6.789056983499123,71.0628939758774,4.135826461873225
2024-01-10 05:00:00,5,10,1,0.0,-5.529162791677326,72.59364967919208,4.6539974119081995
2024-01-10 06:00:00,6,10,1,1.6170924023318237e-17,-3.7984745143652856,71.63448509968458,3.613037121240953
2024-01-10 07:00:00,7,10,1,49.95368640129486,-2.3433956132631786,70.33603287791658,4.287617892378212
2024-01-10 08:00:00,8,10,1,87.29539984751732,0.06193559223697204,68.38428088025684,4.944563457839516
2024-01-10 09:00:00,9,10,1,133.61414876231828,2.0419574546926644,64.35260778641143,4.512151104920624
2024-01-10 10:00:00,10,10,1,162.5992861559208,4.016445637250285,60.19453215548025,3.586016054645811
2024-01-10 11:00:00,11,10,1,100.4444312526028,5.6659989181915655,56.20840170640861,4.1875490608772425
2024-01-10 12:00:00,12,10,1,462.6788757393463,7.0440103104125,51.43256115313127,4.423372835796336
2024-01-10 13:00:00,13,10,1,446.397067245412,7.7674011048784815,47.1043132252915,4.876968981532032
2024-01-10 14:00:00,14,10,1,391.18381603954754,7.9684013069777375,43.42691054549833,4.6303302534268065
2024-01-10 15:00:00,15,10,1,306.66299861974477,7.675270431165664,40.991904610575276,3.7031504764683887
2024-01-10 16:00:00,16,10,1,37.73507019295955,6.781742427917369,38.68906996881292,4.873415545954808
2024-01-10 17:00:00,17,10,1,55.368382069308915,5.568481599427027,37.64105356013144,4.007845717957455
2024-01-10 18:00:00,18,10,1,7.57268103418688e-18,3.8381429570734316,38.36848258262576,4.922475392313193
2024-01-10 19:00:00,19,10,1,0.0,1.8040777357474869,39.455822909837146,4.519559715201359
2024-01-10 20:00:00,20,10,1,0.0,-0.09514354759784771,42.222634433654214,3.4455088918663113
2024-01-10 21:00:00,21,10,1,0.0,-1.94612182191013,45.025988992914705,4.69521150248484
2024-01-10 22:00:00,22,10,1,0.0,-3.7931722627603266,49.74298840932359,3.248017005558834
2024-01-10 23:00:00,23,10,1,0.0,-5.619932307071149,53.57205002634572,4.968071246894069
2024-01-11 00:00:00,0,11,1,0.0,-6.795122092583096,58.43504900979721,4.299723178268617
2024-01-11 01:00:00,1,11,1,0.0,-7.555668642259567,62.82229108052975,4.7843229894886035
2024-01-11 02:00:00,2,11,1,0.0,-8.068429770929527,66.09687669391232,3.7728429204382916
2024-01-11 03:00:00,3,11,1,0.0,-8.007316314481972,69.2026696867559,3.2443923449383933
2024-01-11 04:00:00,4,11,1,0.0,-7.190657813147384,71.59009251637318,4.620642474620443
2024-01-11 05:00:00,5,11,1,0.0,-5.786991792038586,72.83192968919884,4.142765008455828
2024-01-11 06:00:00,6,11,1,1.635641469159572e-17,-4.2528936924396055,72.27729552223305,3.456660956883226
2024-01-11 07:00:00,7,11,1,76.55362792230285,-1.9523284279009854,70.81278563708939,4.67623704136895
2024-01-11 08:00:00,8,11,1,202.0089259982145,-0.0700387536962701,68.08432897307988,3.7592778220822987
2024-01-11 09:00:00,9,11,1,308.1180425558365,1.9872459516001748,64.25334401957993,4.038714896620292
2024-01-11 10:00:00,10,11,1,388.64726858640125,4.182586572946459,60.08097725858354,4.26801457793038
2024-01-11 11:00:00,11,11,1,445.1915834561913,5.4763340207278075,55.656250979760124,3.6795740736860085
2024-01-11 12:00:00,12,11,1,465.94160473928525,7.016097809978629,51.69220268644614,3.5991325906253033
2024-01-11 13:00:00,13,11,1,443.6748338902021,7.808793345922609,47.42670042573932,3.637096414989494
2024-01-11 14:00:00,14,11,1,394.69254723656314,8.012673997733513,43.27724231682075,3.5789632580444137
2024-01-11 15:00:00,15,11,1,303.8272859765167,7.810117107499818,40.585850356032005,4.610399857314231
2024-01-11 16:00:00,16,11,1,203.04124841360616,6.837133053720716,38.222490932621625,4.5618725412683805
2024-01-11 17:00:00,17,11,1,31.63022100138915,5.675650173143139,38.07662170398377,4.035846850141086
2024-01-11 18:00:00,18,11,1,1.643057263671143e-17,3.9812321997787308,38.31695268426251,4.273534589379121
2024-01-11 19:00:00,19,11,1,0.0,1.793539592357025,39.60265598202482,4.613295428541083
2024-01-11 20:00:00,20,11,1,0.0,-0.028925091647015178,42.31994686571941,3.7264807605241494
2024-01-11 21:00:00,21,11,1,0.0,-2.3081866633234913,45.36132927286164,3.5806310417850966
2024-01-11 22:00:00,22,11,1,0.0,-3.7923920159664912,48.91267428346731,4.297713602095156
2024-01-11 23:00:00,23,11,1,0.0,-5.923517323615577,53.678879298800254,4.135513276464279
2024-01-12 00:00:00,0,12,1,0.0,-7.117009505233424,58.792926316919626,4.818698287621767
2024-01-12 01:00:00,1,12,1,0.0,-7.726933661971243,63.161576683959815,4.339885368999476
2024-01-12 02:00:00,2,12,1,0.0,-8.248113964541592,67.12388453936613,4.088547615132761
2024-01-12 03:00:00,3,12,1,0.0,-7.550834067561085,69.47180205405351,5.111635089213392
2024-01-12 04:00:00,4,12,1,0.0,-6.7320586517808,71.6693819065237,3.5515844509873467
2024-01-12 05:00:00,5,12,1,0.0,-5.607378765411614,72.47087885635015,4.4865710398856145
2024-01-12 06:00:00,6,12,1,1.66270361227556e-18,-4.146831292458326,72.25448016313761,3.9244391974868025
2024-01-12 07:00:00,7,12,1,77.39211547485685,-2.145087894485148,70.59766796261299,4.071472614434309
2024-01-12 08:00:00,8,12,1,200.18782986154147,-0.23530723219212812,68.47535708008105,4.080433173327437
2024-01-12 09:00:00,9,12,1,57.92816849547565,1.8865720215533963,64.84899197742784,3.7145735119498244
2024-01-12 10:00:00,10,12,1,348.00052576874856,3.9400877788656032,60.18221001550302,4.025079815373476
